lpermno,gvkey,datadate,SIC4,FF12,fyear,l1_TA,l1_lnTA,l1_RD_A,l1_ROA,l1_ROE,l1_LEVERAGE,l1_DY,l1_CPNA,l1_CEOAge,l1_CEOChair,l1_CEOTenure,l1_CEOFemale,CEOPay,lnCEOPay
15838,26347,31dec2018,6020,Finance,2018,2943.6973,7.9874215,0,.0065128342,.055189982,.12668376,0,.017879376,,,,,,
15831,26349,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,33.012398,3.4968832,.56128359,-.81401169,-1.7313514,.27936211,0,22.163517,,,,,,
15708,26351,31dec2018,6798,Finance,2018,1802.0677,7.4966898,0,-.016036235,-.050225995,.63034278,.044676099,.038292762,41,0,3,0,,
17104,26359,31dec2018,2834,"Healthcare, Medical Equipment, and Drugs",2018,169.10172,5.1305003,.22129127,-.28005117,-.34245315,.1449012,0,27.076307,,,,,,
16019,26361,31dec2018,7011,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,3360.6704,8.1198959,0,.0097115431,.09206336,.72323316,.011855365,.069351047,,,,,,
15826,26367,31dec2018,7374,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,2030.7971,7.6161838,.14716427,-.028717535,-.079880916,.16689937,0,.69238985,,,,,,
15849,26368,31mar2019,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,332.75894,5.8074183,.10706812,-.034559343,-.12179916,.20407759,0,.620332,,,,,,
15936,26376,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,971.61603,6.8789606,.25706965,-.088969775,-.13900231,.15739924,0,4.0079632,,,,,,
15850,26381,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,1977.7596,7.5897198,.047485009,.16702987,.70982283,.58807987,0,.14676757,,,,,,
15955,26382,31dec2018,3845,"Healthcare, Medical Equipment, and Drugs",2018,84.585678,4.4377651,.15479183,-.48955578,-.92582983,.29280046,0,.44750389,,,,,,
16062,26385,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,219.67133,5.3921323,.17339611,-.37138256,-1.526281,0,0,14.044001,,,,,,
15719,26410,31dec2018,6798,Finance,2018,992.20929,6.8999343,0,.066807091,.13876736,.48241675,.039007783,.069420427,40,0,3,0,2467.9661,14.718904
16333,26411,31dec2018,4610,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,770.3988,6.6469083,0,.16941325,.29594105,.10622615,.035126001,.071724445,,,,,,
15802,26413,31dec2018,6200,Finance,2018,934.88232,6.8404207,0,.0087763118,.0096248202,.0056916424,.008797654,.41063431,,,,,,
15017,26432,30jun2018,6159,Finance,2018,290.3895,5.6712232,0,.065065034,.078934714,.12083232,0,2.7440624,,,,,,
15796,26434,31dec2018,4412,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,115.88413,4.7525907,0,-.042006843,-.10887532,.57229614,0,.014913116,,,,,,
16577,26475,31dec2018,6798,Finance,2018,976.82098,6.8843036,0,-.0022403132,-.031463586,.80216521,.037037037,.021030361,,,,,,
15909,26494,30jun2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,1192.0134,7.0833993,.24159057,-.033106465,-.047541071,0,0,.74927074,,,,,,
15921,26495,31dec2018,3580,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1708.7416,7.4435124,.02140839,.072212562,1.2828186,.6699087,0,.075188406,,,,,,
16659,26509,31dec2018,6141,Finance,2018,638.35754,6.4588985,0,-.010059007,-.071924791,.74656421,0,.066278853,,,,,,
81225,26520,31may2019,3823,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,10.478622,2.3493373,.02897395,.018695729,.022173181,.00097465888,0,.23008174,,,,,,
15896,26537,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,1072.928,6.9781466,0,.18245028,.46187094,0,.034114167,.95500731,,,,,,
89648,26539,31dec2018,1040,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,4726.1743,8.4608717,0,-.0014022677,-.0019590827,.11664931,.01048951,.10659333,,,,,,
15853,26545,30sep2018,8741,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,356.26852,5.8756847,0,.11021867,.28286606,0,.019474197,.39494109,,,,,,
16012,26562,31dec2018,9995,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,38.121723,3.6407843,0,-.014223435,-.015314819,.037409581,0,.00063363631,,,,,,
16087,26590,31dec2018,3829,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,9749.4082,9.1849623,.038664456,.099470504,.27557185,.38628268,.003870076,.10086492,51,0,2,0,12440.634,16.336479
15995,26636,31dec2018,3845,"Healthcare, Medical Equipment, and Drugs",2018,42.657261,3.7531974,.66896659,-1.2863704,-8.1327925,.53138602,0,3.839267,,,,,,
15859,26658,31dec2018,4911,Utilities,2018,29405.32,10.288931,0,.012029933,.025270279,.19465758,.034163702,.0012962377,,,,,,
15863,26669,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,9.4851685,2.2497294,.70223176,-1.8965348,-4.4004087,.24442051,0,4.5043101,,,,,,
16524,26674,31dec2018,3490,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,50.646675,3.9248736,.0093127284,.13081816,.17605408,.02782819,0,.063893273,,,,,,
16452,26676,31mar2019,4911,Utilities,2018,1055.0059,6.9613018,0,-.01109308,-.067729123,.72912729,0,.19623494,,,,,,
16020,26677,31jan2019,7372,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,920.38531,6.8247924,.080867469,-.028323386,-.041341443,0,0,.11411928,,,,,,
16279,26709,30sep2018,2860,Chemicals and Allied Products,2018,1157.6064,7.0541096,.036172602,.15479627,-19.299999,.78825796,.0025759917,.27824482,55,0,,0,4361.124,15.28824
16071,26721,31dec2018,5172,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,14673.414,9.5937929,0,-.0036699569,-.036593061,.20659326,.0072421785,.095749848,,,,,,
16051,26722,31dec2018,3663,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,567.5224,6.34128,.15055542,.062998772,.076701522,0,0,.84210211,,,,,,
16688,26725,31dec2018,4400,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,377.60272,5.9338427,0,-.030118246,-.061479546,.29314452,0,.00014263265,,,,,,
16304,26746,31jul2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,674.13123,6.5134249,.39750686,-.63080573,-9.5019083,0,0,.92582089,,,,,,
91575,26749,31dec2018,7350,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,3295.7617,8.1003923,0,.045158748,.31406739,.64101189,0,.011829428,,,,,,
15862,26753,31dec2018,3330,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1857.1627,7.5268054,.002249711,-.00033895645,-.0008308579,.22240993,0,.10309345,,,,,,
14421,26754,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,18.58131,2.9221563,0,-.45525408,-15.416244,0,0,.10758758,,,,,,
15950,26755,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,87.636604,4.4731989,.56843489,-.62964964,-.8646667,0,0,3.8076708,,,,,,
83909,26768,31dec2018,1040,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,1427.4677,7.2636571,0,.045084927,.069254711,.15166633,0,.59554958,,,,,,
16308,26788,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,172.68465,5.1514668,.030259691,.076864347,.11671157,.0091671599,0,.059409887,67,1,4,0,2615.6951,14.77704
16069,26790,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,48.59663,3.8835542,.24980417,-.52882063,-.7965638,0,0,28.306271,,,,,,
16077,26792,31dec2018,6020,Finance,2018,4673.0439,8.4495659,0,.025934106,.16091746,.13199414,.003345839,.13434619,,,,,,
16090,26798,31dec2018,2834,"Healthcare, Medical Equipment, and Drugs",2018,37.596214,3.6269033,1.2113945,-1.4564246,-2.7539108,.19778727,0,13.19313,,,,,,
86536,26809,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,24.275568,3.1894705,.19463781,-.05220684,-.064295806,.021035723,0,.51571012,,,,,,
15917,26812,31dec2018,2860,Chemicals and Allied Products,2018,1581.1708,7.365921,.011743981,-.065120377,-.22623418,.31961244,0,.73580676,61,0,2,0,3318.0967,15.014902
16104,26817,30sep2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,19.250732,2.9575491,1.1483554,-1.8736857,1.1544679,.88829941,0,.18155915,,,,,,
16186,26847,31dec2018,3845,"Healthcare, Medical Equipment, and Drugs",2018,82.119682,4.4081779,.057209402,.066197835,.080440186,0,0,.98601103,57,0,13,0,1975.116,14.496138
76858,26863,31dec2018,2300,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,161.24971,5.0829539,0,-.014152953,-.054942109,.55577117,0,.049871843,,,,,,
16021,26864,31dec2018,1311,"Oil, Gas, and Coal Extraction and Products",2018,3357.8469,8.1190548,0,.020894943,.026662687,.10804827,0,.033525717,,,,,,
16099,26873,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,18.089226,2.8953166,.2332803,-.50325924,-.57278889,0,0,.65545076,,,,,,
15937,26874,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,346.55774,5.8480496,.22279109,-.32235974,-.57825834,.10965814,0,7.4599171,,,,,,
16068,26892,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,125.65527,4.8335423,.5266335,-.35223922,.32435209,.14492711,0,23.354328,,,,,,
15960,26895,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,87.994987,4.4772797,.4885782,-.58731735,-.65613252,0,0,19.079449,,,,,,
16145,26908,31dec2018,3845,"Healthcare, Medical Equipment, and Drugs",2018,17.487583,2.8614912,.29147863,-.19702682,-.31772259,.11760021,0,1.4640241,,,,,,
78852,26930,31dec2018,6726,Finance,2018,,,,,,,.06779661,,,,,,,
16119,27014,30sep2018,3640,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,1128.1667,7.0283494,0,.069656454,.23454088,.47410238,0,.039096132,,,,,,
16042,27045,31dec2018,6798,Finance,2018,9610.6221,9.1706238,0,.0040357951,.025713231,.38011616,.054802746,.025736969,,,,,,
14423,27046,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,39.814308,3.6842263,.68837738,-.98987919,-1.8847349,.35196587,0,37.877605,,,,,,
16493,27054,31dec2018,4700,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,31537.998,10.358949,0,-.0056523788,-.073591411,.14328191,0,.11483803,,,,,,
16044,27119,31dec2018,2860,Chemicals and Allied Products,2018,863.09833,6.7605286,0,.13608004,.47934824,.48773664,0,.10679843,54,0,3,0,4916.7568,15.408159
16022,27123,31dec2018,6200,Finance,2018,590.94659,6.3817258,0,.11607139,.13492826,0,.083682008,.98421615,,,,,,
16034,27141,31dec2018,4911,Utilities,2018,8597.2813,9.0592012,0,.061351441,.11710948,.13692354,.049119718,.083750524,,,,,,
16064,27155,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,349.31992,5.855988,.17979985,-.17952344,-.22469619,0,0,9.5811796,,,,,,
15997,27186,31dec2018,7900,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,1732.5101,7.4573264,0,-.013397642,-.060532689,.35476956,0,.076124564,,,,,,
78841,27199,31dec2018,1311,"Oil, Gas, and Coal Extraction and Products",2018,73.936218,4.3032026,0,.12899175,.99834776,.11270452,0,.34692669,,,,,,
16255,27201,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,17.656563,2.8711076,1.1929326,-1.757112,-8.4788122,.52784353,0,33.957722,,,,,,
16163,27215,31dec2018,6311,Finance,2018,27787.939,10.232357,0,.0013699088,.021004098,.013765913,0,.053059358,50,0,1,0,13240.535,16.398794
17679,27235,31dec2018,6020,Finance,2018,,,,,,,,,,,,,,
17103,27247,31dec2018,2834,"Healthcare, Medical Equipment, and Drugs",2018,4.8428578,1.577505,.52741563,-1.546204,-1.8383862,0,,1.9502262,,,,,,
16066,27252,31dec2018,3845,"Healthcare, Medical Equipment, and Drugs",2018,46.256908,3.8342109,.19361314,-.51317716,-.55586475,0,0,3.2393634,,,,,,
16100,27274,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,417.06049,6.0332313,.075383745,-.29252106,-.67976016,.43512949,0,.160156,,,,,,
16120,27299,31dec2018,8200,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,111.81468,4.7168427,.28486258,-.74125218,.86896718,0,0,3.8931415,,,,,,
16049,27318,31jul2018,7372,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,11.634558,2.4539797,0,-.048759077,-.057522126,0,0,.57602817,,,,,,
16342,27333,30sep2018,2531,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,12227.845,9.4114714,.01047836,.066590734,.20495443,.26408505,.0032741993,.056897521,56,1,2,0,12574.279,16.347164
16146,27338,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,108.63656,4.6880078,.24802789,-.27854744,-.39729384,.16290478,0,2.2661624,,,,,,
14720,27339,31dec2018,3721,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,,,,,,,,,,,,,,
16853,27345,31dec2018,6020,Finance,2018,1114.7031,7.0163436,0,.0091738151,.065444604,0,0,.074095808,,,,,,
16108,27354,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,93.867508,4.5418844,.44673592,-.64610285,-1.2606825,.20813057,0,21.658001,,,,,,
16140,27364,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,417.6055,6.0345373,.26843894,-.14164194,-.17704239,0,0,1.8304375,,,,,,
16281,27372,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,125.86696,4.8352256,.24742374,-.20006639,-.22604869,.0029948733,0,16.287045,,,,,,
16338,27373,30sep2018,2990,"Oil, Gas, and Coal Extraction and Products",2018,1778.0048,7.4832473,.0067885118,.15874673,-2.5982907,.61723238,.0083582094,.11726955,55,0,2,0,3376.6189,15.032386
16554,27386,31dec2018,2430,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,2658.1311,7.8853784,0,.0037692024,.013624364,.44489336,0,.098298006,,,,,,
16182,27387,31dec2018,3674,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,141.15779,4.9498782,.21192628,-.11393504,-.14563401,.07412158,0,.6187951,,,,,,
16111,27392,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,72.873131,4.2887201,.53378862,-.68813068,-.82680178,.00067526248,0,11.566122,,,,,,
16498,27393,31dec2018,6532,Finance,2018,2213.4534,7.7023091,0,.13716443,.6312741,.4467282,0,.14230953,,,,,,
16499,27394,31dec2018,6798,Finance,2018,9019.0801,9.1070976,0,.27022853,.43669939,.3048178,.16104348,.040599894,54,1,2,0,6891.8711,15.745853
16154,27476,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,77.57486,4.3512435,.48804337,-.95478266,2.0740991,.40342543,0,4.2106018,,,,,,
16155,27490,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,2500.0586,7.8240695,0,.026664434,.043717582,.073240571,0,.81726199,,,,,,
16989,27555,31dec2018,3842,"Healthcare, Medical Equipment, and Drugs",2018,76.413353,4.3361573,.041591231,-.10852845,-.18806191,.30925503,0,1.0720813,,,,,,
16188,27574,31dec2018,3510,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,532.50452,6.2775912,.0027897214,.07617683,.27201355,.21164395,0,.36046511,,,,,,
16434,27575,31dec2018,3949,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,1603.7548,7.3801031,.02787433,.053327575,.11306105,.26865429,.022770399,.028412683,,,,,,
16284,27576,31aug2018,2060,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,856.49506,6.7528486,.0024932574,-.0022059907,-.0033990198,.20823035,0,.06524463,,,,,,
16097,27604,31dec2018,6020,Finance,2018,2492.8462,7.8211803,0,.0038656646,.030216837,.10814661,0,.031024193,,,,,,
78854,27625,31dec2018,6726,Finance,2018,,,,,,,.051871307,,,,,,,
16187,27636,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,160.43639,5.0778975,.15529694,-.18060394,28.115314,.0069155889,0,1.0145732,,,,,,
16347,27638,31dec2018,3330,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,16198.877,9.6926975,.0018341262,.012437669,.047977008,.080472291,0,.084405497,,,,,,
16183,27645,31dec2018,6036,Finance,2018,493.84152,6.2022147,0,-.0039970521,-.026091332,.14279966,0,.022613578,,,,,,
16171,27652,31dec2018,6331,Finance,2018,620.07245,6.4298363,0,.037285373,.10454303,0,.0053333333,.24568714,51,0,9,0,1511.9037,14.22888
18145,27653,31dec2018,3949,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,,,,,,,,,,,,,1569.8844,14.266513
16253,27665,31dec2018,6020,Finance,2018,19079.395,9.8563643,0,.0089385314,.072528452,1.6545447e-06,.030157642,.05301838,,,,,,
16162,27669,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,165.88089,5.11127,.42483571,-.50507665,-.57623982,0,0,2.9731803,,,,,,
16263,27670,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,152.0208,5.0240173,.28204894,-.22571366,-.3063615,0,0,7.3016782,,,,,,
16189,27672,31dec2018,6035,Finance,2018,122.76218,4.8102489,0,-.00087731902,-.0040801968,.10588333,.021008404,.086512782,,,,,,
16402,27677,31dec2018,1311,"Oil, Gas, and Coal Extraction and Products",2018,3142.5366,8.0527859,0,-.013120337,-.027467195,.30235186,0,.0020036111,,,,,,
14994,27678,31dec2018,6159,Finance,2018,111.06263,4.7100945,0,-.45797527,-.94808161,.39300287,0,.010304054,,,,,,
16377,27699,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,5.0879717,1.6268792,.43704379,-2.0248175,-6.6803131,.076094888,0,.11699959,,,,,,
16247,27703,31dec2018,3663,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,52.270554,3.9564333,.13002238,.020267149,.024683613,.023677573,0,1.8170128,,,,,,
16454,27706,31dec2018,4412,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,1545.4102,7.3430448,0,-.063736267,-.09771806,.33219725,0,.037412658,,,,,,
91832,27716,31dec2018,2834,"Healthcare, Medical Equipment, and Drugs",2018,178.55531,5.1848984,.1268245,-.16199633,-.17093258,0,0,243.67303,,,,,,
16250,27737,31dec2018,3674,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,16.533123,2.8053658,.32717469,-.73386872,-.77518094,0,0,39.655251,,,,,,
86889,27760,31dec2018,3949,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,301.54218,5.70891,.047558933,.085058622,.15416683,.14772952,0,.35560563,62,0,7,0,1042.7108,13.857334
78908,27776,31dec2018,3140,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,161.06866,5.081831,0,.055263173,.067948088,.012675885,.023280423,.021678701,,,,,,
78927,27780,31dec2018,6798,Finance,2018,6657.1406,8.8034449,0,-.033707466,-.10215213,.53685814,.084821425,.013387891,47,0,1,0,5417.3208,15.505112
78877,27786,31dec2018,1311,"Oil, Gas, and Coal Extraction and Products",2018,11536.141,9.35324,0,.076378271,-.43793264,.80265594,0,.00040257649,50,0,5,0,20622.963,16.841915
79033,27790,31dec2018,4832,Telephone and Television Transmission,2018,230.97256,5.4422989,0,.089424327,.12395732,.10049484,.042027194,.27092201,,,,,,
78875,27794,30jun2018,3674,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,2460.3008,7.8080387,.059832815,-.037027519,-.044141524,.054719727,0,.29963672,50,1,17,0,12170.687,16.314541
16278,27802,31dec2018,2750,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1869.9225,7.5336523,0,-.028301887,-.22983871,.40814301,.066006601,.017171716,54,1,2,0,3932.9043,15.184889
16277,27803,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,829.58081,6.7209206,0,.010856183,.064926371,.5129267,0,.061794415,51,0,2,0,3837.9343,15.160445
15702,27810,31dec2018,3845,"Healthcare, Medical Equipment, and Drugs",2018,2324.7678,7.7513757,.043796636,.021752145,.030003075,.05830605,0,.039702676,52,0,1,0,6448.9209,15.679423
78876,27823,31dec2018,3842,"Healthcare, Medical Equipment, and Drugs",2018,547.50757,6.3053761,.033001918,.0062812343,.013369041,.38390824,0,.07423944,50,1,4,0,2929.676,14.890403
78915,27828,31dec2018,3651,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,564.90417,6.3366561,.035198789,-.016966619,-.040714025,.22681327,0,.12445042,55,0,18,0,2133.4507,14.573252
18224,27841,31dec2018,1220,"Oil, Gas, and Coal Extraction and Products",2018,,,,,,,,,,,,,,
78916,27845,31dec2018,2834,"Healthcare, Medical Equipment, and Drugs",2018,109875.96,11.607107,.030018108,-.031456314,-.054035772,.25413907,.017117007,.057638306,47,1,4,0,6006.3179,15.608322
78936,27849,31oct2018,6726,Finance,2018,,,,,,,.071457908,,,,,,,
17214,27853,31oct2018,6726,Finance,2018,,,,,,,.0506467,,,,,,,
78944,27857,31mar2019,6726,Finance,2018,,,,,,,.041963577,,,,,,,
78943,27859,31mar2019,6726,Finance,2018,,,,,,,.047531907,,,,,,,
16319,27871,31dec2018,6020,Finance,2018,4389.502,8.3869715,0,.011083161,.087808706,.073522866,0,.025987845,,,,,,
16287,27874,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,219.50049,5.3913546,.094076894,-.08304958,-.35066351,.37849441,0,1.6136268,,,,,,
78947,27875,31dec2018,6798,Finance,2018,3351.7776,8.1172457,0,.05473331,.19147074,.60941762,.021905189,.0086855153,,,,,,
16275,27876,31dec2018,6726,Finance,2018,,,,,,,.060240965,,,,,,,
16309,27885,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,740.13647,6.6068344,0,.0637234,.20684657,.033870071,0,.24321054,,,,,,
79019,27886,31dec2018,6020,Finance,2018,426.47232,6.0555472,0,.0077199065,.080783688,.054929767,.072452828,.032167312,,,,,,
16470,27887,31dec2018,9995,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,233.95943,5.4551477,0,.0036311541,.0037634806,0,0,.00079830014,,,,,,
16303,27905,31dec2018,2834,"Healthcare, Medical Equipment, and Drugs",2018,19.622116,2.9766574,1.1929592,-1.7567427,16.70882,.37995645,0,.135626,,,,,,
79065,27906,31dec2018,2834,"Healthcare, Medical Equipment, and Drugs",2018,19.568266,2.9739091,.023154298,-.033070792,-.04852071,.14447713,0,.18384542,,,,,,
16318,27907,31dec2018,2844,Chemicals and Allied Products,2018,387.3952,5.9594455,0,.080228835,.17267348,.37471601,0,.024703758,,,,,,
79006,27913,31dec2018,3670,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,5.5670581,1.7168667,.44096065,-1.5888926,-1.8636541,0,0,1.0394558,,,,,,
48653,27914,31dec2018,6324,Finance,2018,25233.74,10.135938,0,.090072855,.24872993,.18102877,.0076188175,1.0014728,55,0,5,0,12326.347,16.32725
79022,27920,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,74.735626,4.3139567,.17878351,-.1610058,-.2038473,0,0,3.0647376,,,,,,
16298,27922,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,200.2247,5.2994404,.18382858,-.17033461,-.44782141,.1895925,0,.41571751,,,,,,
78955,27925,31dec2018,3861,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,217.89519,5.3840141,.29065466,-.057758518,.050471012,.89654177,0,.32245395,50,1,5,0,4389.5234,15.294731
78975,27928,31jul2018,7372,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,3776.9836,8.236681,.24532939,.23869224,.71713442,.11996067,.0099118138,.23609845,53,1,10,0,19105.453,16.765484
75985,27932,31dec2018,6331,Finance,2018,1143.0537,7.0414586,0,-.0093840919,-.046006259,.069654122,0,.17537446,,,,,,
78990,27936,31jan2019,5621,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,150.95122,5.0169568,0,-.13283758,-.53105634,.22504951,0,.010158624,,,,,,
79007,27938,31jan2019,5661,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,385.85025,5.9554491,0,.045558017,.061610404,0,.012910284,.1313656,63,0,6,0,2342.5823,14.666764
93237,27939,31dec2018,2836,"Healthcare, Medical Equipment, and Drugs",2018,9.1834183,2.2173996,.35658678,-.89374179,-.99527133,0,0,3.5707023,,,,,,
16285,27945,31dec2018,6020,Finance,2018,1248.2512,7.129499,0,.0011164591,.010276035,.052066714,0,.065626904,,,,,,
79049,27949,31may2019,6726,Finance,2018,,,,,,,.049604431,,,,,,,
79048,27954,31may2019,6726,Finance,2018,,,,,,,.049189188,,,,,,,
79052,27956,31may2019,6726,Finance,2018,,,,,,,.045441296,,,,,,,
78950,27960,31dec2018,3523,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,593.91022,6.3867283,.015396978,.069277801,.098673373,.093926407,.0035439001,.041304059,65,1,19,0,2500.6865,14.732076
79036,27963,30nov2018,6726,Finance,2018,,,,,,,.044239633,,,,,,,
78987,27965,31mar2019,3674,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,7666.4966,8.9446154,.064101629,.030930582,.0778706,.37159085,.015860332,.36243936,62,1,27,0,11664.463,16.272057
16779,27977,31dec2018,7310,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,142.49757,4.9593248,0,-.042143121,-.043953951,0,0,1.4961292,,,,,,
78963,27981,31jan2019,5621,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,1009.7999,6.9175076,0,.092864595,.15387382,.063075289,.034700315,.25376093,52,0,3,1,6895.3452,15.746357
15491,27983,31mar2019,3841,"Healthcare, Medical Equipment, and Drugs",2018,6.8260527,1.9207466,.079706199,-.7725789,-.92598629,.11439064,0,18.449736,,,,,,
16290,28012,31dec2018,8071,"Healthcare, Medical Equipment, and Drugs",2018,53.093174,3.9720483,.073849328,-.043893397,-.046328768,0,0,.86267102,,,,,,
79072,28022,31dec2018,6020,Finance,2018,6734.2798,8.8149662,0,.011917433,.11144374,.0045303041,.015640274,.32005626,,,,,,
79122,28027,31dec2018,2834,"Healthcare, Medical Equipment, and Drugs",2018,150.03761,5.0108862,.29182291,-.41996187,.75857329,.75901312,0,.84977281,,,,,,
79057,28034,31dec2018,6331,Finance,2018,155073.58,11.951655,0,.023116715,.075451419,.085527658,.019297885,.052538048,62,1,14,0,26822.186,17.10474
16276,28070,31dec2018,2820,Chemicals and Allied Products,2018,975.13953,6.8825808,.012294887,.13967688,.38981998,.2530911,0,.055719402,40,0,2,1,2946.8015,14.896231
