lpermno,gvkey,datadate,SIC4,FF12,fyear,l1_TA,l1_lnTA,l1_RD_A,l1_ROA,l1_ROE,l1_LEVERAGE,l1_DY,l1_CPNA,l1_CEOAge,l1_CEOChair,l1_CEOTenure,l1_CEOFemale,CEOPay,lnCEOPay
10777,4690,31dec2018,6020,Finance,2018,32057.484,10.375286,0,.0093766386,.097104318,.045298573,.003101737,.052557819,,,,,,
35554,4699,31dec2018,6020,Finance,2018,110109.55,11.609231,0,.011875071,.093766302,.070126355,.017544886,.057985339,82,1,11,0,5141.0483,15.452767
66157,4723,31dec2018,6020,Finance,2018,428986.59,12.969181,0,.013457709,.14254603,.10585663,.021649869,.044295073,56,0,1,0,10035.195,16.121609
36397,4737,31dec2018,6020,Finance,2018,38460.043,10.557375,0,.0039956896,.039507732,.11830834,.018009005,.068005554,55,1,10,0,3939.8206,15.186646
54244,4759,30sep2018,5812,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,56.180309,4.0285664,0,.049909931,.094431065,.20489514,.008247423,.19526312,,,,,,
36768,4771,30jun2018,2510,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,250.72653,5.524363,.01370142,.088081613,.10307679,0,.014784697,.20980857,,,,,,
88924,4809,31dec2018,2050,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,2469.4526,7.8117518,.00090234925,.056441948,.12003099,.31504583,.034697048,.0081314621,61,0,5,0,1243.2054,14.033204
88853,4818,31dec2018,1600,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,8660.4082,9.0665169,0,.020517079,.0572589,.17356479,.01626331,.26692206,55,1,7,0,11490.979,16.257072
37154,4826,30jun2018,8071,"Healthcare, Medical Equipment, and Drugs",2018,91.697693,4.518497,.014995494,.19866751,.25338018,.0052347542,0,.11441725,,,,,,
25785,4839,31dec2018,3711,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,239364.94,12.385745,.031030845,.02948706,.21788478,.59845698,.052041635,.17784549,60,1,17,0,16096.249,16.594097
37402,4860,31dec2018,5051,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,368.18719,5.9085913,.0056511564,.010371801,.028079111,.32773682,0,.10498832,,,,,,
37568,4881,31dec2018,3621,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1100.5553,7.0035701,.017547516,.065955035,.11158099,.19070184,.0092047928,.060130399,59,1,4,0,3926.0498,15.183145
37584,4885,30sep2018,6282,Finance,2018,16279.653,9.6976709,0,.096766286,.13444532,.062598377,.017973488,.99606115,56,1,14,0,8568.3213,15.963582
62228,4900,30apr2019,3825,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,77.604568,4.3516264,.083149888,-.26860404,-.35488918,0,0,.20150648,,,,,,
58421,4903,31mar2019,3310,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,69.043221,4.2347326,0,.037101783,.043756146,0,.0068143099,.057644717,,,,,,
37875,4926,30nov2018,2891,Chemicals and Allied Products,2018,4048.6943,8.3061495,.0068962257,.013356278,.055807296,.56228137,.010429556,.046660207,,,,,,
12036,4941,31dec2018,4700,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,6891.4165,8.8380318,0,.067633107,.28002456,.59125084,.027027028,.04207674,58,0,13,0,5251.7817,15.474078
38093,4973,31dec2018,6411,Finance,2018,11974.746,9.3905554,0,.03590646,.11280815,.24291718,.02465234,.21760885,65,1,23,0,7306.0439,15.804213
47941,4988,31dec2018,4833,Telephone and Television Transmission,2018,4607.1353,8.4353619,0,.090276428,.45019451,.60613126,.024857955,.020315571,58,0,1,0,4429.4883,15.303795
59010,4990,31jan2019,5651,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,7417.4829,8.9115953,.0063837776,.10614595,.26972011,.15633997,.027677497,.28730261,61,0,3,0,18853.576,16.752213
20765,5018,31dec2018,3760,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,2097.1172,7.6483188,.019745871,-.0040731393,-.08984375,.27290034,0,.32576159,50,0,3,1,5018.1904,15.42858
18622,5024,31dec2018,6726,Finance,2018,,,,,,,.095639534,,,,,,,
12052,5046,31dec2018,3721,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,32538.881,10.390191,.014866176,.083090797,.25465676,.1136221,.016121898,.093035586,59,1,5,1,18786.768,16.748663
12060,5047,31dec2018,9997,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,350907.59,12.768278,.012708198,-.014475651,-.085142478,.35611266,.048137534,.15122542,60,0,17,0,15090.24,16.529558
46834,5050,30sep2018,7361,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,131.66985,4.8802977,0,-.016726017,-.098574579,.50957233,0,.020031648,,,,,,
17144,5071,31may2019,2040,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,28433.221,10.255314,.0071545192,.069585949,.34700623,.51654255,.046346653,.013200993,51,1,1,0,7089.2339,15.774088
14558,5072,31dec2018,6172,Finance,2018,155190.58,11.952409,0,.0055400003,.068623088,.33287266,.013717421,.033219181,,,,,,
12369,5073,31dec2018,3711,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,197281.47,12.192387,.034355853,.0016377858,.0099425735,.4434211,.037082214,.13680235,55,1,4,1,19829.633,16.802689
55212,5087,31dec2018,3585,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1894.434,7.5466752,.01141933,.041168399,.26692086,.17486766,0,.064871356,49,0,3,0,4800.4697,15.384224
21055,5109,31jan2019,5661,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,1221.2554,7.1076345,0,-.084714904,-.13455747,.067194894,0,.03131292,64,1,10,0,4596.8115,15.340874
38659,5116,31dec2018,3714,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,2183.7927,7.6888185,.042399537,.17295182,.19848178,.033162504,.018138425,.44317093,39,0,,0,3107.6213,14.949368
46674,5125,31dec2018,5013,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,11524.425,9.3522243,0,.049688853,.18075308,.26143324,.02841806,.026030127,60,0,2,0,4052.7329,15.214902
62367,5149,31dec2018,6798,Finance,2018,996.01135,6.9037585,0,.041992851,.081358872,.35344356,.042709868,.01978533,38,0,2,0,1209.4749,14.005697
57154,5179,31dec2018,2621,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1606.9774,7.3821101,0,.0045724651,.011163334,.27813578,.018190298,.071981125,52,1,7,0,2529.5701,14.74356
75064,5180,31dec2018,2834,"Healthcare, Medical Equipment, and Drugs",2018,70821.094,11.167912,.07938844,.027172277,-22.529463,.30309856,.05854807,.074537836,,,,,,
32299,5218,31dec2018,1623,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,86.933754,4.4651465,0,.09156058,.15160571,.23765381,0,.24673112,,,,,,
16432,5234,31dec2018,3011,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,15843.276,9.6705008,.023792781,.020276606,.075168371,.33573607,.013618075,.069575027,53,1,8,0,5633.3315,15.544211
53604,5237,31dec2018,3561,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,366.75644,5.9046979,0,.067225292,.081583433,0,.015059276,.25268364,,,,,,
85908,5250,31dec2018,2810,Chemicals and Allied Products,2018,2699.0391,7.900651,.018403852,.0038527693,.043681748,.53109735,.011977755,.059595406,57,1,13,0,5932.6968,15.595989
39571,5252,31dec2018,3561,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1280.5394,7.1550369,.043580178,.18301268,.34908715,.16865732,.010614772,.08916048,56,0,11,0,5942.7085,15.597675
60468,5254,31mar2019,3443,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,133.07925,4.890945,.022402378,-.068679228,-.095250078,.00099767675,.016806724,1.1439705,,,,,,
52695,5256,31dec2018,5000,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,5389.0293,8.5921202,0,.10091392,.34655872,.40355709,.02141799,.059677459,49,1,2,0,6668.9873,15.712978
39731,5284,31dec2018,4833,Telephone and Television Transmission,2018,3027.5818,8.0155191,0,.080332257,.26382595,.56348008,0,.16523349,,,,,,
83233,5338,31oct2018,2650,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,3001.0679,8.0067234,0,.036692139,.1173212,.29926059,.030253917,.046051782,60,0,3,0,5272.6528,15.478045
90213,5342,31dec2018,6099,Finance,2018,4431.085,8.3963995,0,-.0062441067,.1214839,.19027762,0,.041462082,42,0,2,0,4715.7354,15.366415
15653,5395,31dec2018,6512,Finance,2018,35.631588,3.5732327,0,,,0,.049793359,.15900581,,,,,,
55634,5408,31dec2018,6798,Finance,2018,20.571934,3.0239277,0,-.014171594,-.015810674,.070000455,0,.30851001,,,,,,
23819,5439,31dec2018,1389,"Oil, Gas, and Coal Extraction and Products",2018,23290.471,10.055799,.014351206,-.017699821,-.053352561,.43619692,.014732965,.10608933,53,0,1,0,11389.787,16.248228
56936,5457,31dec2018,6726,Finance,2018,,,,,,,.054518517,,,,,,,
25582,5492,30jun2018,3812,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,9368.1816,9.1450739,.030723488,.063230924,.21789618,.39940536,.019435277,.050385177,54,1,7,0,12708.215,16.357759
25304,5496,31dec2018,3390,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1465.749,7.2901216,.002677545,.0048306026,.044740129,.37158963,0,.043775242,53,0,4,0,5202.1543,15.464583
52978,5518,31dec2018,3944,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,4911.5483,8.4993448,.050854605,.074973211,.21673022,.34944651,.024425128,.43581259,53,1,10,0,7625.4717,15.847005
41188,5520,31dec2018,3621,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,174.47844,5.1618013,.093347237,.042762421,.092000872,.2828567,.003022061,.09046492,,,,,,
10294,5523,31dec2018,5712,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,428.32645,6.0598855,0,.045683231,.071649067,.1183342,.023841059,.23441426,66,1,16,0,1609.8693,14.291663
41187,5526,31dec2018,4911,Utilities,2018,11637.491,9.3619871,0,.013338508,.079712078,.15897363,.034301523,.021339232,64,0,12,1,5191.1689,15.462469
41241,5530,31mar2019,5160,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,363.02029,5.8944588,0,-.023471128,-.045375209,.25736141,.025035562,.012927428,47,0,7,0,1375.2043,14.134113
41292,5539,31dec2018,7340,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,627.64313,6.4419718,0,.13051125,.22059147,.052340005,.014273521,.13953896,43,0,3,0,2903.4165,14.881399
65947,5543,31dec2018,6798,Finance,2018,25945.355,10.163748,0,.018707618,.038145754,.41983068,.054571114,.01119238,59,0,4,0,11682.155,16.273573
76927,5559,31dec2018,1600,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,430.1546,6.0641446,0,.025074573,.082195945,.19455728,0,.23301175,,,,,,
32651,5560,31dec2018,1040,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,2195.7727,7.6942892,.001385226,-.00994479,-.01585006,.21735281,.0025188916,.10249677,57,0,15,0,3054.7073,14.932195
32678,5567,31oct2018,3724,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,2332.6968,7.7547803,.018497225,.074025914,.16018276,.26825771,.0016762241,.021161901,,,,,,
15408,5568,31dec2018,2030,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,111630.84,11.622952,.00077350455,.09148147,.1665657,.26229289,.031507201,.014932932,47,0,3,0,25108.723,17.038727
41452,5572,28feb2019,3634,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,1505.3341,7.3167701,.0083265491,.079492018,.12704505,.1787858,0,.012956537,53,0,4,0,5997.3125,15.606822
32707,5581,30sep2018,1381,"Oil, Gas, and Coal Extraction and Products",2018,5979.2842,8.6960564,.0018706557,-.01985454,-.030702414,.076537721,.053732488,.10241997,56,0,4,0,7035.2217,15.766439
16600,5597,31dec2018,2060,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,5156.4238,8.5479984,.0082557192,.14098302,.85540098,.52585959,.022447361,.073485173,55,0,1,1,7915.2773,15.884305
16086,5600,31dec2018,7510,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,18623.092,9.8321571,0,.016302722,.21513158,.74110079,0,.081060685,,,,,,
27828,5606,31oct2018,3570,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,30558.471,10.327397,.036155928,.07674779,-.74119717,.2375657,.02463109,.3289054,50,0,3,0,17422.459,16.673271
61567,5608,31dec2018,2821,Chemicals and Allied Products,2018,2581.96,7.8563042,.017764034,.10212521,.18995385,.29123667,.0075990297,.022089092,58,1,5,0,5931.3076,15.595756
52716,5639,30sep2018,2590,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,4204.7261,8.3439646,.029522821,.02950074,.098365486,.5099256,.0095945951,.053945869,62,0,8,0,6578.9536,15.699387
14338,5643,31dec2018,7011,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,13284.435,9.4943485,0,.087992728,.60762548,.46142018,.0075131478,.049127437,54,0,11,0,18318.424,16.723417
64231,5650,31mar2019,3570,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,88357.789,11.38915,.032940842,.037501033,.11562089,.10392155,.019016361,.074183315,,,,,,
32803,5667,31dec2018,2911,"Oil, Gas, and Coal Extraction and Products",2018,9927.2588,9.2030401,0,.075325795,.1499573,.23372212,.025771184,.062690794,57,0,2,0,10291.222,16.146801
66181,5680,31jan2019,5211,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,41343.484,10.62967,0,.19380629,5.9353509,.60697526,.01772026,.0878243,59,1,4,0,10107.288,16.128767
42439,5690,31dec2018,2522,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1292.0013,7.1639476,.022885272,.064528763,.17467533,.19880566,.029297382,.018564809,56,1,14,0,2466.5271,14.718322
59555,5691,31mar2019,3711,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,169161.63,12.03861,.038857285,.054748464,.13352643,.35138521,.026334582,.1320149,,,,,,
32870,5709,31oct2018,2011,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,6476.8657,8.7759924,.0049025877,.1213799,.17154598,.035837628,.021822849,.067993961,50,1,2,0,7528.5566,15.834214
21792,5742,31dec2018,4931,Utilities,2018,21109.512,9.9574795,0,.078817733,.38225257,.38881069,.037729196,.056701988,51,0,4,0,7978.9883,15.892323
65285,5750,31oct2018,1531,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,1764.9116,7.4758558,0,-.17475583,.55767959,1.0106076,0,.35085824,60,1,21,0,7838.707,15.874584
50585,5763,31oct2018,6798,Finance,2018,925.41016,6.8302369,0,.053107563,.13325529,.26213765,.048780486,.011138919,56,0,5,0,2083.0234,14.549331
32942,5764,31dec2018,3640,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,3454.4358,8.1474142,0,.065338925,.1487578,.28361017,.021205852,.11692834,59,1,5,0,7289.0898,15.801889
42877,5783,31dec2018,4213,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,4145.9072,8.3298769,0,.15368631,.37310588,.24312748,.0080013918,.0032830518,53,0,7,0,6207.3872,15.641251
42906,5786,31dec2018,6020,Finance,2018,96731.82,11.479697,0,.011383597,.12172842,.13689111,.024038462,.015270226,58,1,9,0,3225.0227,14.98645
42922,5788,31oct2018,3823,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,261.49667,5.5664215,.01491239,.053666849,.074426964,.0053507076,.0087150838,.30792058,,,,,,
87464,5792,31dec2018,5031,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,228.30881,5.4306993,0,-.025213502,-.093233086,.41886947,0,.0012214984,,,,,,
78892,5831,30sep2018,3672,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,48.695049,3.8855774,0,.0015444163,.0056136944,.39252961,0,0,,,,,,
16837,5849,31dec2018,6035,Finance,2018,1491.7274,7.3076901,0,.051158767,.14338921,.43608716,.0037641155,.34177455,,,,,,
12570,5860,31dec2018,3561,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,3435.4951,8.1419163,.025322955,.0310794,.072050624,.046456952,.0095934048,.11775012,60,0,7,1,6992.0444,15.760283
80210,5862,31dec2018,6798,Finance,2018,2653.991,7.8838196,0,.052070312,.093433678,.35871467,.031615555,.041026969,55,0,4,0,3915.5232,15.18046
21928,5870,31dec2018,4911,Utilities,2018,5612.9292,8.6328278,0,.035137266,.094350368,.28883475,.024518389,.012841704,59,0,4,0,4056.9343,15.215939
56573,5878,31dec2018,3560,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,15579.593,9.653717,.01340882,.10053635,.36793894,.49630514,.017141145,.22607043,55,1,6,0,6644.3911,15.709284
43634,5888,31dec2018,2834,"Healthcare, Medical Equipment, and Drugs",2018,176.39479,5.1727247,.10080743,-.079958521,-.33944094,.63676798,0,.16345978,,,,,,
43757,5902,30jun2018,2835,"Healthcare, Medical Equipment, and Drugs",2018,150.94286,5.0169015,.31847847,-.94238281,2.609894,.6033228,0,20.193195,,,,,,
12431,5959,31dec2018,3585,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,16873.219,9.7334833,.011599435,.073074237,.18598658,.22362477,.019060433,.093203157,53,1,8,0,15459.438,16.55373
14855,5968,31dec2018,5051,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,1589.4342,7.3711333,0,.0099889012,-1.71,.61084175,0,.04812343,51,0,3,0,3817.2493,15.155041
44274,5978,31dec2018,1623,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,1027.8994,6.9352727,.0037936987,-.062373824,-.13971585,.31144008,0,.10760517,59,0,4,0,2472.3281,14.720671
46463,5987,30sep2018,3420,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1739.5117,7.4613595,.0094473511,.0094916523,.04459038,.52262425,.010810811,.028001523,59,1,10,0,13038.098,16.383387
59328,6008,31dec2018,3674,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,114432.02,11.647737,.10627267,.07789921,.13910662,.21725126,.023342721,.12816828,57,0,5,0,15147.733,16.533361
72119,6013,31dec2018,7372,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,20.220974,3.0067203,.20051426,.021718169,.024315016,0,0,1.9764931,,,,,,
44768,6034,31dec2018,2273,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,743.32672,6.6111355,.017486885,.066507623,.16130704,.28719461,.0099403579,.12197521,58,0,1,0,4625.6108,15.347119
12490,6066,31dec2018,7370,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,116388.29,11.664687,.046164524,.045933183,.32727066,.37352818,.038456526,.11154856,58,1,6,1,15914.353,16.582731
40272,6078,31dec2018,2860,Chemicals and Allied Products,2018,4269.9282,8.3593521,.062194087,.064290009,.17555198,.35642061,.01743005,.086990416,55,1,4,0,7726.7246,15.860195
12503,6081,31oct2018,3711,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,5696.1147,8.6475391,.040912796,.0047269762,-.0063318778,.8244499,0,.23291801,62,1,5,0,5739.0469,15.562803
45306,6100,31dec2018,6794,Finance,2018,1721.7585,7.4511013,.038129441,.093987875,.20378782,.15375482,.01641497,1.6627706,58,0,13,0,2728.4788,14.819255
21573,6104,31dec2018,2631,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,31477.648,10.357033,.00082588563,.06223638,.32352039,.32908592,.032145321,.030956363,55,1,4,0,13448.603,16.414385
84226,6116,30nov2018,7948,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,2050.2224,7.6257033,0,.050187211,.075910218,.11750156,.010424242,.13154154,55,0,9,1,1428.2628,14.171969
53065,6136,31dec2018,7311,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,11787.011,9.374753,0,.04560779,.26306224,.10811172,.035714287,.066438176,72,1,13,0,15387.126,16.549042
45728,6158,31dec2018,3842,"Healthcare, Medical Equipment, and Drugs",2018,989.77118,6.8974738,.016693667,-.071799845,-.18082231,.22836536,.0022255194,.19845645,49,1,3,0,780.86169,13.568153
46042,6194,31dec2018,1311,"Oil, Gas, and Coal Extraction and Products",2018,101.01389,4.6152582,0,-.22344366,1.4089487,.88132948,0,.39508373,,,,,,
46077,6196,31dec2018,5065,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,3948.0063,8.2809658,0,.02563379,.074708708,.29347163,0,.028045066,58,0,10,0,2952.9089,14.898301
52329,6216,30sep2018,1600,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,6852.8472,8.8324194,0,.039795775,.066328742,.032255188,.0077226702,.11717651,59,1,3,0,3666.3333,15.114702
82694,6223,31dec2018,1731,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,3682.1912,8.2112637,0,.05750341,.13629206,.07820411,.003914373,.13424449,53,0,7,0,9115.083,16.02544
84820,6233,31dec2018,6211,Finance,2018,294.43945,5.6850734,0,-.12055776,-.17227675,.11539578,0,.25316525,,,,,,
86804,6239,30nov2018,6211,Finance,2018,36865.227,10.515024,0,.009003697,.062078319,.59652656,,.31156492,,,,,,
22111,6266,31dec2018,2834,"Healthcare, Medical Equipment, and Drugs",2018,146049.86,11.891704,.069687165,.0082643051,.021609042,.21983688,.023761809,.13161927,57,1,6,0,16920.891,16.64406
45356,6268,30sep2018,3585,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,48172.324,10.78254,.0069385553,.031878807,.080892064,.26158354,.024820054,.0066548963,58,1,5,0,11804.029,16.283951
46886,6304,30jun2018,3827,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,5136.4126,8.5441103,.095237441,.16739823,.69817865,.52971172,.023385422,1.1992925,57,0,12,0,11235.02,16.234547
12558,6310,31dec2018,4923,Utilities,2018,73399.563,11.203673,0,.0023148442,.0054405993,.47869205,.027670171,.0041407868,55,0,3,0,14506.982,16.490141
46923,6311,31dec2018,1311,"Oil, Gas, and Coal Extraction and Products",2018,229.11194,5.4342108,0,.17019431,.44065094,.20601383,0,.035405137,,,,,,
47002,6326,31dec2018,3720,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1351.3319,7.2088461,.0056339884,.034234039,.078385167,.27980036,.013596193,.026015334,62,0,10,0,5291.751,15.48166
47088,6333,31dec2018,6311,Finance,2018,4206.5552,8.3443995,0,.011376021,.069918811,0,.023867404,.041711021,,,,,,
12650,6335,31dec2018,4011,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,8540.6436,9.0525913,0,.10457999,.21176367,.28475761,.013115377,.014793813,59,0,2,0,4236.793,15.259317
24053,6338,31dec2018,4931,Utilities,2018,10792.784,9.2866335,0,.027865602,.082883798,.35459065,.030303031,.00029532905,56,0,,0,5884.2451,15.587789
26825,6375,31dec2018,2040,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",2018,15180.354,9.6277571,.0090519879,.07761468,.57368898,.52709478,.031185644,.017487086,52,1,7,0,9057.7871,16.019135
47379,6379,31dec2018,7363,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,2208.0684,7.6998734,0,.030106803,.062179767,.0042889579,.0110011,.013855139,58,0,1,0,3544.4028,15.08088
44134,6386,30jun2018,3540,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,2242.6963,7.7154341,.015731759,.020342819,.048302654,.2881048,.021378942,.085681073,65,0,2,0,2618.7878,14.778222
47571,6410,30apr2019,3821,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,78.323196,4.3608437,.018219966,.061499797,.11024459,.074871384,.018884121,.14929156,,,,,,
47619,6416,30jun2018,3670,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,216.18311,5.3761258,.027456623,.024123862,.04818688,.18445714,0,.0016045289,,,,,,
47715,6433,30jun2018,2520,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,291.30219,5.6743612,.02231097,.11954218,.21285555,.012631197,.014379868,.45805413,,,,,,
17750,6435,31dec2018,2621,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,14067.128,9.5515957,.020526698,.15035312,3.6216216,.49006665,.032156471,.04238046,58,1,16,0,11506.17,16.258394
59045,6461,31dec2018,4400,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment",2018,4760.6211,8.468133,0,.061080731,.10067667,.19354855,0,.0039359154,56,0,4,0,4641.2803,15.350501
48072,6497,30jun2018,3651,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,21.748295,3.0795352,.0091359289,-.041154373,-.054860003,0,0,.018789144,,,,,,
16678,6502,31jan2019,5411,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018,34536.004,10.449758,0,.051267575,.27514067,.41909292,.016139658,.042253915,56,1,4,0,10710.608,16.186745
59344,6506,31dec2018,3523,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,23513.76,10.065341,.01685744,.04780953,.10484925,.29313293,.015158715,.095954441,,,,,,
48144,6509,30sep2018,3559,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,1087.3284,6.9914789,.085562631,.10767505,.13705966,.01431893,0,1.0832013,58,0,2,0,4606.2563,15.342926
61778,6512,31mar2019,3674,"Business Equipment -- Computers, Software, and Electronic Equipment",2018,27601,10.225607,.018457897,.02590655,.035008717,.0093995305,.01894607,.24522969,,,,,,
89456,6527,30jun2018,3640,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,238.31763,5.4736042,.022206638,.011687704,.018740864,.19361852,.022099448,.011981501,,,,,,
49488,6528,31dec2018,2810,Chemicals and Allied Products,2018,1104.1104,7.0067954,0,-.025473813,-.06960772,.35148868,0,.029093178,54,1,3,0,1048.3105,13.86269
48347,6543,30apr2019,2510,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",2018,829.08594,6.720324,.0088469116,.090558775,.13209492,.00047258183,.015972223,.20698944,63,1,15,0,5948.7769,15.598696
12781,6547,30sep2018,4924,Utilities,2018,6078.3623,8.712491,0,.024684193,.081153013,.39291552,.02813128,.0011316196,56,0,6,1,4902.3623,15.405228
48486,6565,30jun2018,3559,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",2018,11255.527,9.3286142,.085272789,.14004751,.24903193,.22217812,.011666548,.99335027,50,0,6,0,10670.021,16.182949
